Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Link
UIUC,Blake Everett Johnson,143974551,10 Most Cited,An experimental study of density ratio effects on the film cooling injection from discrete holes by using PIV and PSP techniques,https://www.semanticscholar.org/paper/c256a172f7519e58247528b79aef79386be81dd0
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Direct Formation of Lubricious and Wear-Protective Carbon Films from Phosphorus- and Sulfur-Free Oil-Soluble Additives,https://www.semanticscholar.org/paper/356190e289f5b0c2d1d39b79d5552781d6b71439
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Measurement Uncertainty Analysis in Determining Adiabatic Film Cooling Effectiveness by Using Pressure Sensitive Paint Technique,https://www.semanticscholar.org/paper/2308de6f5a137f01a6c336725ce6cd26d6278876
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Investigation on the lubrication advantages of MoS2 nanosheets compared with ZDDP using block-on-ring tests,https://www.semanticscholar.org/paper/d4127c908d99c007ea00a9ff6281b703c5287b3c
UIUC,Blake Everett Johnson,143974551,10 Most Cited,High-efficiency preparation of oil-dispersible MoS2 nanosheets with superior anti-wear property in ultralow concentration,https://www.semanticscholar.org/paper/60f00062beaaab4eeed067328f52795e558c29c9
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Effects of Flow Compressibility and Density Ratio on Film Cooling Performance,https://www.semanticscholar.org/paper/97fe431c489d3bd0e7dcf729c14cf9c226a7e6e1
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Oil-Soluble Silver-Organic Molecule for in Situ Deposition of Lubricious Metallic Silver at High Temperatures.,https://www.semanticscholar.org/paper/08cbc07f4effe6b73362ad905f7851d5010b3199
UIUC,Blake Everett Johnson,143974551,10 Most Cited,"Impact of freeze–thaw weathering on integrity, internal structure and particle release from micro- and nanostructured cement composites",https://www.semanticscholar.org/paper/663506a8e47921d7fd78dd948ef0bd8e4a497221
UIUC,Blake Everett Johnson,143974551,10 Most Cited,High-Performance Heterocyclic Friction Modifiers for Boundary Lubrication,https://www.semanticscholar.org/paper/92f5cd1644a42fb1ab465f97660aa9e2e727c1cf
UIUC,Blake Everett Johnson,143974551,10 Most Cited,Turbulent Flow over Low-Order Models of Highly Irregular Surface Roughness,https://www.semanticscholar.org/paper/e5e829a5dd89a76cbe60fb9a33d59cf056dcb1a0
UIUC,Blake Everett Johnson,143974551,10 Most Recent,"Impact of freeze–thaw weathering on integrity, internal structure and particle release from micro- and nanostructured cement composites",https://www.semanticscholar.org/paper/663506a8e47921d7fd78dd948ef0bd8e4a497221
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Direct Formation of Lubricious and Wear-Protective Carbon Films from Phosphorus- and Sulfur-Free Oil-Soluble Additives,https://www.semanticscholar.org/paper/356190e289f5b0c2d1d39b79d5552781d6b71439
UIUC,Blake Everett Johnson,143974551,10 Most Recent,High-Performance Heterocyclic Friction Modifiers for Boundary Lubrication,https://www.semanticscholar.org/paper/92f5cd1644a42fb1ab465f97660aa9e2e727c1cf
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Investigation on the lubrication advantages of MoS2 nanosheets compared with ZDDP using block-on-ring tests,https://www.semanticscholar.org/paper/d4127c908d99c007ea00a9ff6281b703c5287b3c
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Stereoscopic PIV measurements of a turbulent compressible mixing layer for CFD validation,https://www.semanticscholar.org/paper/1da84aa6704b6bbe987866d8ef019e20ebaa9c18
UIUC,Blake Everett Johnson,143974551,10 Most Recent,High-efficiency preparation of oil-dispersible MoS2 nanosheets with superior anti-wear property in ultralow concentration,https://www.semanticscholar.org/paper/60f00062beaaab4eeed067328f52795e558c29c9
UIUC,Blake Everett Johnson,143974551,10 Most Recent,"Novel In Situ Molecular Lubrication Strategies for Controlling Friction, Wear, and Contamination",https://www.semanticscholar.org/paper/65d4754fcb267a326e6ffedb8209b1e35b9d9c33
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Effects of Flow Compressibility and Density Ratio on Film Cooling Performance,https://www.semanticscholar.org/paper/97fe431c489d3bd0e7dcf729c14cf9c226a7e6e1
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Oil-Soluble Silver-Organic Molecule for in Situ Deposition of Lubricious Metallic Silver at High Temperatures.,https://www.semanticscholar.org/paper/08cbc07f4effe6b73362ad905f7851d5010b3199
UIUC,Blake Everett Johnson,143974551,10 Most Recent,Measurement Uncertainty Analysis in Determining Adiabatic Film Cooling Effectiveness by Using Pressure Sensitive Paint Technique,https://www.semanticscholar.org/paper/2308de6f5a137f01a6c336725ce6cd26d6278876
UIUC,Brian S. Mercer,2622957,10 Most Cited,Maternal Morbidity Associated With Multiple Repeat Cesarean Deliveries,https://www.semanticscholar.org/paper/b6870e904267fc4851e91be04d246789aecc664f
UIUC,Brian S. Mercer,2622957,10 Most Cited,The length of the cervix and the risk of spontaneous premature delivery. National Institute of Child Health and Human Development Maternal Fetal Medicine Unit Network.,https://www.semanticscholar.org/paper/cc7a18bbe8a3504b53c0073f0363039259c05764
UIUC,Brian S. Mercer,2622957,10 Most Cited,"Maternal morbidity and mortality in 442 pregnancies with hemolysis, elevated liver enzymes, and low platelets (HELLP syndrome)",https://www.semanticscholar.org/paper/a465444277bba57c5a3670fcc7c59506c147f507
UIUC,Brian S. Mercer,2622957,10 Most Cited,Prevention of recurrent preterm delivery by 17 alpha-hydroxyprogesterone caproate.,https://www.semanticscholar.org/paper/6969826b622e152e394fbb4a8c4b2497c6806895
UIUC,Brian S. Mercer,2622957,10 Most Cited,Timing of elective repeat cesarean delivery at term and neonatal outcomes.,https://www.semanticscholar.org/paper/7a659f6df48a094e88081ce73ffcbefd51bc0b52
UIUC,Brian S. Mercer,2622957,10 Most Cited,The influence of obesity and diabetes on the prevalence of macrosomia.,https://www.semanticscholar.org/paper/9820ab3d03f4566c4a2dee46316220f72b940d8b
UIUC,Brian S. Mercer,2622957,10 Most Cited,"A randomized, controlled trial of magnesium sulfate for the prevention of cerebral palsy.",https://www.semanticscholar.org/paper/1b36bc014b4e4fb10569650fe4f933a120b5a9ac
UIUC,Brian S. Mercer,2622957,10 Most Cited,"Preventing the first cesarean delivery: summary of a joint Eunice Kennedy Shriver National Institute of Child Health and Human Development, Society for Maternal-Fetal Medicine, and American College of Obstetricians and Gynecologists Workshop.",https://www.semanticscholar.org/paper/c1ab3d11caa1523fda5e56f4722a4199bc599174
UIUC,Brian S. Mercer,2622957,10 Most Cited,Timing of indicated late-preterm and early-term birth.,https://www.semanticscholar.org/paper/0f5de6ba66d7d378dd325ad1bb6c7dcc39b82ae9
UIUC,Brian S. Mercer,2622957,10 Most Cited,Antibiotic Therapy for Reduction of Infant Morbidity After Preterm Premature Rupture of the Membranes: A Randomized Controlled Trial,https://www.semanticscholar.org/paper/c0e1769d54ccee845495a1caba66f2de9bb66b75
UIUC,Brian S. Mercer,2622957,10 Most Recent,"""Sodium intake and the development of hypertensive disorders of pregnancy"".",https://www.semanticscholar.org/paper/0c3d5cbb5b67b331862d047b1f174ff96e0e9b4f
UIUC,Brian S. Mercer,2622957,10 Most Recent,Association of Living in a Food Desert and Poor Periconceptional Diet Quality in a Cohort of Nulliparous Pregnant Individuals.,https://www.semanticscholar.org/paper/20236f45d8cc7cace7a5a8212eb2af33d0975f69
UIUC,Brian S. Mercer,2622957,10 Most Recent,Unintended pregnancy risk factors and perinatal outcomes in a nulliparous population,https://www.semanticscholar.org/paper/3b02972bb1934fcc0d7716e518069e8373824fe5
UIUC,Brian S. Mercer,2622957,10 Most Recent,0310 Low light exposure during wake is associated with antepartum depressive symptoms,https://www.semanticscholar.org/paper/4e0b2e90f4adcc82238e58806a13191f1c9ea5ea
UIUC,Brian S. Mercer,2622957,10 Most Recent,Association of obesity with outcomes of attempted operative vaginal delivery,https://www.semanticscholar.org/paper/5bb4a4d36f1439768a16897895a47de51355e5c7
UIUC,Brian S. Mercer,2622957,10 Most Recent,The association of sodium intake with the development of hypertensive disorders of pregnancy,https://www.semanticscholar.org/paper/668094c6b2fb2a35b5e69b4e22a7e69009e38a4c
UIUC,Brian S. Mercer,2622957,10 Most Recent,Genetic Associations with Dynamic Placental Proteins Identify Causal Biomarkers for Hypertension in Pregnancy,https://www.semanticscholar.org/paper/7e7dbe25585945a4556ae04f78182fa07e66111c
UIUC,Brian S. Mercer,2622957,10 Most Recent,Association of Neighborhood Socioeconomic Disadvantage and Postpartum Readmission,https://www.semanticscholar.org/paper/9d3ee28df16a867ad36d7dce4ce144e498345a31
UIUC,Brian S. Mercer,2622957,10 Most Recent,Is periconceptional diet associated with a shortened cervix and preterm birth?,https://www.semanticscholar.org/paper/9eeffa5c0c34fda01f8c4e2c71e9d8c7e11d11f0
UIUC,Brian S. Mercer,2622957,10 Most Recent,Association of maternal body mass index with success and outcomes of attempted operative vaginal delivery.,https://www.semanticscholar.org/paper/b814e038f1166f3f5cc1aa5cb18e354a871d6e63
UIUC,Bumsoo Han,102497802,10 Most Cited,Solid-state detector design for mobile cargo container inspection system using medium energy X-ray,https://www.semanticscholar.org/paper/c43b659e1559eafeceb279ca2c23dead6737cd12
UIUC,Bumsoo Han,102497802,10 Most Cited,Test measurements and evaluations of industrial three-dimensional high-penetration tomography,https://www.semanticscholar.org/paper/3af94f91bed84e6cb3cfe8a6f8573e3608bd2076
UIUC,Bumsoo Han,102497802,10 Most Cited,Effect of CWO and ZnSe(Te) Scintillation Detector on Image Quality of Non-intrusive Inspection System,https://www.semanticscholar.org/paper/b1cc645d456c6db1b4689c12d7f3f41f0df06cca
UIUC,Bumsoo Han,102497802,10 Most Cited,Mobile Cargo Container Inspection System Using 450kVp X-ray,https://www.semanticscholar.org/paper/e2b96a4e89f14954d09daab8e4af936c47573223
UIUC,Bumsoo Han,102497802,10 Most Cited,Simulation and Experiment of Light Collection Efficiency from CdWO4 for High Energy X-ray NDT,https://www.semanticscholar.org/paper/edc8c5b5a5637e5f1d835c859b03545bd2287954
UIUC,Bumsoo Han,102497802,10 Most Recent,Test measurements and evaluations of industrial three-dimensional high-penetration tomography,https://www.semanticscholar.org/paper/3af94f91bed84e6cb3cfe8a6f8573e3608bd2076
UIUC,Bumsoo Han,102497802,10 Most Recent,Effect of CWO and ZnSe(Te) Scintillation Detector on Image Quality of Non-intrusive Inspection System,https://www.semanticscholar.org/paper/b1cc645d456c6db1b4689c12d7f3f41f0df06cca
UIUC,Bumsoo Han,102497802,10 Most Recent,Mobile Cargo Container Inspection System Using 450kVp X-ray,https://www.semanticscholar.org/paper/e2b96a4e89f14954d09daab8e4af936c47573223
UIUC,Bumsoo Han,102497802,10 Most Recent,Solid-state detector design for mobile cargo container inspection system using medium energy X-ray,https://www.semanticscholar.org/paper/c43b659e1559eafeceb279ca2c23dead6737cd12
UIUC,Bumsoo Han,102497802,10 Most Recent,Simulation and Experiment of Light Collection Efficiency from CdWO4 for High Energy X-ray NDT,https://www.semanticscholar.org/paper/edc8c5b5a5637e5f1d835c859b03545bd2287954
UIUC,C. Ricardo Constante-Amores,2129104656,10 Most Cited,Role of Kidney Stones in Renal Pelvis Flow.,https://www.semanticscholar.org/paper/a822af25ebd4c907c7e76d4ffc1b4cc27e01b08d
UIUC,C. Ricardo Constante-Amores,2129104656,10 Most Cited,Poster: 2D Turbulent Dynamics,https://www.semanticscholar.org/paper/88184d28bfc5548b363ec8adf669166ecb640e38
UIUC,C. Ricardo Constante-Amores,2129104656,10 Most Recent,Poster: 2D Turbulent Dynamics,https://www.semanticscholar.org/paper/88184d28bfc5548b363ec8adf669166ecb640e38
UIUC,C. Ricardo Constante-Amores,2129104656,10 Most Recent,Role of Kidney Stones in Renal Pelvis Flow.,https://www.semanticscholar.org/paper/a822af25ebd4c907c7e76d4ffc1b4cc27e01b08d
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Tissue-specific parameters for the design of ECM-mimetic biomaterials.,https://www.semanticscholar.org/paper/2a3997a1ac8513c3f37651fdee49dd02b4bc6366
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Constitutive modeling of the anterior cruciate ligament bundles and patellar tendon with full-field methods,https://www.semanticscholar.org/paper/96bdc209abec6689ecd76571041521b203bc3efe
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Full-volume displacement mapping of anterior cruciate ligament bundles with dualMRI,https://www.semanticscholar.org/paper/50fb83e9e8b3df841cfbca5bd3c412e34fa6953f
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,High frame rate deformation analysis of knee cartilage by spiral dualMRI and relaxation mapping,https://www.semanticscholar.org/paper/7e2b907330f0b623a2f6e8c50906ce6de1706b19
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Critical buckling pressure in mouse carotid arteries with altered elastic fibers.,https://www.semanticscholar.org/paper/1d60115ef4dd5d0b498022be10b9b603a856a1ef
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,MR-u: Material Characterization Using 3D Displacement-Encoded Magnetic Resonance and the Virtual Fields Method,https://www.semanticscholar.org/paper/954dd25b169070fd40676d2bcc813e86c11a3345
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Femoral entheseal shape and attachment angle as potential risk factors for anterior cruciate ligament injury.,https://www.semanticscholar.org/paper/115005d5e7af4837e38085342b838bd1a42b14b8
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Evaluating continuum level descriptions of the medial collateral ligament,https://www.semanticscholar.org/paper/58457c2501136d209c05a849bddb4c88c2667a96
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Fiber splay precludes the direct identification of ligament material properties: Implications for ACL graft selection.,https://www.semanticscholar.org/paper/4f207a6f8874c9967c7d4444868c8e6db35e4ce4
UIUC,Callan Luetkemeyer,14179696,10 Most Cited,Robust high resolution strain imaging by alternating pulsed field gradient stimulated echo imaging (APGSTEi) at 7 Tesla.,https://www.semanticscholar.org/paper/e1d4dca4ae5ba6132b1545b7b889ef7bc2f814cf
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,"Effect of Pregnancy, Vaginal Delivery, Postpartum Remodeling, and Age on the Tensile Behavior and Biochemical Composition of the Murine USL.",https://www.semanticscholar.org/paper/11aee6b07d37be6b9fa1b4d83b0f2a8ae8fa8789
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,Extracellular matrix protein composition dynamically changes during murine forelimb development,https://www.semanticscholar.org/paper/c4f689ee53ac0ea9eec7ad4460c5eaed7557c9b1
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,"Pregnancy and age differentially affect stiffness, injury susceptibility, and composition of murine uterosacral ligaments.",https://www.semanticscholar.org/paper/fdffdc651b34f3ee819d31c0aba274c52d0e99d2
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,A method for defining tissue injury criteria reveals ligament deformation thresholds are multimodal,https://www.semanticscholar.org/paper/091d1d45d410a11e282468d5f1232a4c9d939076
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,Isolation and Characterization of the Murine Uterosacral Ligaments and Pelvic Floor Organs.,https://www.semanticscholar.org/paper/971f5518c83597ac60f4b9ce7a96472a9cc225af
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,A method for defining tissue injury criteria reveals that ligament deformation thresholds are multimodal.,https://www.semanticscholar.org/paper/fc9b6887e86c27c7028da877c33c8b54d4b60cdf
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,High-frame-rate analysis of knee cartilage deformation by spiral dualMRI and relaxation mapping,https://www.semanticscholar.org/paper/0ca420b71926219473a93075edd521c45478b98a
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,Hyperelastic characterization reveals proteoglycans drive the nanoscale strain-stiffening response in hyaline cartilage.,https://www.semanticscholar.org/paper/3a118f7076e5932bf61d9964f82593c5b2ae3634
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,Nonlinear Material Characterization Reveals Proteoglycans Drive the Afm Indentation Response of Hyaline Cartilage,https://www.semanticscholar.org/paper/3d32ac8391086936cdcbd85892b2e0ef8304a092
UIUC,Callan Luetkemeyer,14179696,10 Most Recent,High frame rate deformation analysis of knee cartilage by spiral dualMRI and relaxation mapping,https://www.semanticscholar.org/paper/7e2b907330f0b623a2f6e8c50906ce6de1706b19
UIUC,Craig Bradshaw,2055798203,10 Most Cited,Social Media in the SME Business to Business Environment and Toolkit,https://www.semanticscholar.org/paper/2a8c3c46d823322ba41f1f123d0fbadc48a67c7f
UIUC,Craig Bradshaw,2055798203,10 Most Cited,SUN-P286: Infant Feeding Choices: A Quantitative and Qualitative Evaluation of Expectant Participant’s Intentions of Feeding in the Community Healthcare Organisation 1 (CHO 1) in Ireland,https://www.semanticscholar.org/paper/ab674b7304a90579c8c4b1fdac219283330bed2b
UIUC,Craig Bradshaw,2055798203,10 Most Cited,Briefing: Renewables obligations certificates – understanding risks,https://www.semanticscholar.org/paper/80e7e3a0456eef3cdd3231206ee7ea1a276b4c49
UIUC,Craig Bradshaw,2055798203,10 Most Recent,Social Media in the SME Business to Business Environment and Toolkit,https://www.semanticscholar.org/paper/2a8c3c46d823322ba41f1f123d0fbadc48a67c7f
UIUC,Craig Bradshaw,2055798203,10 Most Recent,SUN-P286: Infant Feeding Choices: A Quantitative and Qualitative Evaluation of Expectant Participant’s Intentions of Feeding in the Community Healthcare Organisation 1 (CHO 1) in Ireland,https://www.semanticscholar.org/paper/ab674b7304a90579c8c4b1fdac219283330bed2b
UIUC,Craig Bradshaw,2055798203,10 Most Recent,Briefing: Renewables obligations certificates – understanding risks,https://www.semanticscholar.org/paper/80e7e3a0456eef3cdd3231206ee7ea1a276b4c49
